university_id,latent_quality,dim_research,dim_teaching,dim_international,dim_reputation,rank_1,rank_2,rank_3,rank_4,rank_5,rank_6,rank_7,rank_8,rank_9,rank_10,rank_11,score_1,score_2,score_3,score_4,score_5,score_6,score_7,score_8,score_9,score_10,score_11
U1658,25.95,27.27,17.29,23.23,13.17,1472,1342,1422,1084,1478,1111,1547,1398,1606,1485,1286,22.93,25.2,21.46,28.27,20.88,28.88,19.97,24.31,18.26,23.5,25.28
U1659,51.45,45.9,46.1,20.87,37.22,419,462,530,483,384,503,463,543,450,338,384,45.58,43.22,38.71,40.6,43.7,42.08,41.52,40.88,42.06,47.24,44.36
U1660,34.53,41.66,22.85,28.14,25.14,953,931,934,944,981,1156,1237,942,1201,1180,1009,33.4,33.05,30.99,31.02,30.81,28.19,26.25,32.98,26.6,29.54,30.77
U1661,17.19,6.35,0.0,44.9,0.0,1963,1770,1788,1867,1950,1960,1648,1957,1968,1918,1695,5.43,14.81,12.77,10.01,5.47,5.75,17.55,7.09,4.79,9.79,16.29
U1662,20.97,33.46,12.66,13.59,6.65,1218,1550,1586,1743,1760,1491,1710,1730,1770,1698,1600,27.89,20.84,18.19,14.08,13.89,21.66,15.92,16.46,13.63,18.45,19.17
U1663,22.84,21.08,0.55,18.21,0.67,1789,1905,1891,1837,1793,1762,1973,1966,1847,1787,1868,14.64,9.94,8.85,10.92,12.68,14.71,5.07,6.33,10.89,15.47,10.95
U1664,89.39,73.45,71.23,44.93,64.33,1,1,2,2,1,1,2,5,2,2,1,74.55,75.6,70.52,71.24,70.71,72.91,70.75,70.51,69.91,72.96,72.87
U1665,28.86,29.96,25.12,14.21,7.49,1521,1259,1593,1311,1304,1420,1559,1565,1516,1681,1525,21.87,26.5,18.0,23.9,24.36,22.98,19.49,20.62,20.42,18.86,20.99
U1666,36.59,26.51,34.67,17.27,17.1,1173,1388,1191,1030,1002,1270,1415,1204,1167,1094,963,28.7,24.35,25.95,29.38,30.28,26.21,22.77,28.24,27.24,31.08,31.54
U1667,10.7,7.8,1.38,0.0,9.39,1965,1966,1971,1981,1945,1959,1832,1990,1975,1819,1970,5.05,5.79,3.98,2.8,5.82,5.86,12.1,3.36,4.02,14.2,4.75
U1668,29.99,31.74,16.67,12.26,15.46,1306,1474,1499,1552,1616,1360,1362,1743,1446,1652,1420,26.2,22.62,19.88,18.76,17.5,24.17,23.74,16.08,21.86,19.61,23.1
U1669,61.89,52.8,38.48,29.34,39.69,375,356,260,373,309,309,346,320,232,233,341,46.84,46.17,47.04,43.53,46.09,47.3,44.39,47.67,48.81,50.55,45.49
U1670,26.2,35.49,24.35,0.0,26.96,1271,1538,1262,1464,1199,1256,1337,1241,1232,1162,1485,26.89,21.15,24.74,20.75,26.26,26.34,24.32,27.67,25.91,29.87,21.75
U1671,60.92,46.11,51.65,27.33,57.08,261,205,172,227,123,244,182,143,199,128,111,50.85,51.07,50.95,48.45,53.39,49.68,50.83,54.36,50.72,55.69,55.14
U1672,21.13,18.46,21.7,15.74,23.59,1703,1590,1517,1484,1680,1597,1718,1306,1491,1572,1601,17.53,19.9,19.56,20.32,16.28,18.68,15.7,26.13,20.96,21.61,19.13
U1673,35.17,33.4,38.3,35.63,36.76,897,757,561,539,885,639,694,801,833,640,973,34.69,36.48,38.07,39.13,32.72,38.66,36.19,35.78,33.55,39.48,31.41
U1674,36.87,34.02,33.65,43.42,26.34,906,785,640,959,1020,1029,588,725,889,859,999,34.55,36.02,36.19,30.73,30.01,30.77,38.4,37.18,32.51,35.29,31.02
U1675,24.53,20.46,37.53,31.76,36.42,1048,1153,754,1193,1130,1251,853,1082,958,973,1100,31.51,28.69,33.9,26.12,27.4,26.43,33.26,30.36,31.27,33.23,29.3
U1676,37.93,38.19,39.33,46.92,45.79,790,495,476,665,674,586,518,600,402,450,704,37.16,42.61,40.28,36.62,37.28,40.08,39.9,39.71,43.09,43.9,36.54
U1677,50.6,42.01,40.87,23.34,41.72,645,454,303,421,318,410,545,454,571,435,439,40.12,43.54,45.47,42.17,45.79,44.16,39.37,43.19,39.26,44.18,42.32
U1678,51.77,47.0,37.32,30.06,46.87,624,488,280,351,455,387,525,411,338,500,420,40.53,42.68,46.48,44.3,41.86,44.68,39.78,44.59,45.35,42.59,42.96
U1679,64.82,71.02,41.17,17.81,54.75,74,167,205,249,115,169,175,88,129,196,339,59.11,52.59,49.7,47.75,54.04,52.54,51.19,57.55,53.82,52.35,45.51
U1680,34.0,46.95,27.27,7.07,31.95,920,1177,964,981,795,975,1212,795,1328,712,1370,34.2,28.1,30.4,30.34,34.35,31.94,26.67,35.91,24.06,38.01,24.05
U1681,53.47,52.41,49.79,26.97,28.88,313,379,511,219,349,261,532,312,385,408,404,48.82,45.66,39.13,48.62,44.79,49.05,39.65,47.97,43.61,45.05,43.63
U1682,26.87,41.6,27.58,26.2,21.42,1004,1086,927,1247,995,1096,1049,1179,1164,1326,1107,32.27,29.98,31.09,25.08,30.46,29.15,29.43,28.74,27.26,26.68,29.17
U1683,67.98,70.3,60.71,22.66,64.26,14,21,46,41,40,55,93,40,47,8,42,67.78,63.95,59.38,59.08,60.62,59.72,56.07,62.38,59.82,69.06,60.34
U1684,20.92,20.78,29.95,35.6,19.66,1283,1497,1319,1503,1395,1332,1475,1176,1265,1405,1490,26.6,22.24,23.65,20.01,22.71,24.74,21.51,28.76,25.34,25.01,21.64
U1685,48.1,40.58,41.98,32.07,23.49,713,502,658,580,684,532,615,758,518,630,481,38.71,42.43,35.86,38.32,37.11,41.49,37.81,36.51,40.27,39.68,41.45
U1686,30.61,35.52,24.35,9.57,34.38,1189,1178,1229,1175,1173,1344,1497,782,1114,1303,1456,28.45,28.07,25.24,26.48,26.67,24.54,21.02,36.12,28.52,27.16,22.34
U1687,24.76,22.07,16.55,35.89,21.78,1326,1549,1248,1573,1526,1602,1330,1425,1132,1542,1228,25.87,20.88,24.98,18.25,19.66,18.6,24.47,23.72,28.07,22.3,26.44
U1688,18.79,16.94,30.16,27.46,23.14,1552,1372,1372,1293,1393,1754,1584,1464,1431,1492,1125,21.13,24.75,22.51,24.29,22.73,14.93,19.08,22.71,22.31,23.39,28.75
U1689,53.36,43.31,44.23,21.02,35.22,443,452,606,527,487,537,644,701,400,340,396,45.01,43.56,37.02,39.57,41.27,41.34,37.21,37.72,43.23,47.17,43.81
U1690,19.26,14.72,8.76,28.3,19.06,1642,1879,1755,1786,1757,1605,1513,1664,1784,1651,1839,19.0,10.86,13.6,12.62,13.97,18.5,20.68,18.23,13.18,19.64,11.96
U1691,56.5,41.48,50.89,16.22,43.09,364,204,425,326,306,404,402,270,342,370,392,47.14,51.1,41.65,45.07,46.19,44.28,42.91,49.36,45.24,46.35,44.03
U1692,50.18,49.51,39.32,37.19,30.42,401,445,485,482,547,358,559,531,576,799,559,46.03,43.7,40.1,40.62,39.94,45.58,39.01,41.07,39.1,36.58,39.8
U1693,36.11,47.18,35.81,0.0,40.07,561,936,682,996,923,812,698,788,656,677,725,41.82,32.97,35.32,30.05,31.9,35.28,36.1,35.97,37.12,38.97,36.19
U1694,66.86,58.9,42.79,19.72,49.0,121,194,197,206,133,176,196,198,317,249,153,56.34,51.62,49.79,49.0,52.83,52.28,50.36,51.73,46.04,50.1,52.71
U1695,50.98,32.57,48.95,26.01,32.89,690,535,896,432,438,517,527,478,637,477,494,39.13,41.79,31.8,41.88,42.32,41.7,39.77,42.37,37.58,43.35,41.28
U1696,11.98,14.99,9.77,7.1,0.0,1875,1898,1873,1874,1938,1912,1858,1958,1877,1978,1904,11.34,10.14,9.65,9.83,6.28,8.68,11.05,7.09,10.07,4.93,9.09
U1697,41.63,35.82,39.9,36.11,42.74,521,602,522,529,565,598,565,637,448,605,661,43.14,39.96,38.88,39.47,39.5,39.74,38.87,38.84,42.07,40.33,37.46
U1698,48.55,37.43,28.21,29.37,28.68,787,583,724,956,922,584,672,599,1016,766,923,37.19,40.4,34.56,30.8,31.92,40.1,36.66,39.72,30.32,37.14,32.23
U1699,30.26,19.21,34.55,17.14,22.35,1560,1251,1331,1017,1240,1191,1378,1339,1289,1202,1259,20.96,26.68,23.41,29.62,25.53,27.57,23.48,25.42,24.83,29.08,25.67
U1700,36.99,35.94,30.97,24.06,27.79,837,559,1063,971,852,827,1002,944,996,939,1184,35.95,41.18,28.65,30.48,33.28,34.93,30.27,32.97,30.56,33.89,27.64
U1701,45.08,40.81,44.36,16.49,35.94,735,402,911,587,424,442,560,511,600,732,742,38.28,44.97,31.5,38.14,42.68,43.5,38.99,41.59,38.48,37.73,35.87
U1702,35.26,22.08,24.6,37.0,32.8,1431,1040,928,1095,1171,1272,1290,1084,1079,825,1071,23.69,30.86,31.08,28.06,26.71,26.16,25.11,30.28,29.0,35.99,29.83
U1703,27.21,24.07,22.88,23.96,12.8,1291,1407,1647,1260,1204,1238,1442,1512,1302,1555,1374,26.46,23.86,16.61,24.84,26.17,26.66,22.36,21.74,24.65,22.13,24.01
U1704,19.52,40.01,18.27,24.36,29.42,969,1382,1197,1005,1409,1409,1277,1336,1393,1365,1478,33.18,24.47,25.9,29.88,22.4,23.13,25.43,25.45,22.91,25.7,21.88
U1705,65.31,54.93,55.51,40.18,68.48,91,56,58,26,31,43,72,34,46,52,112,57.93,59.83,58.04,60.7,62.01,60.65,57.15,62.83,59.99,60.72,55.12
U1706,32.52,28.68,26.64,24.31,11.76,1563,1093,1311,1257,1132,1312,1263,1455,1360,1253,1312,20.91,29.87,23.78,24.89,27.37,25.25,25.74,22.91,23.53,28.02,24.84
U1707,46.61,27.76,18.04,29.91,29.78,932,1023,749,1125,917,1093,840,1169,985,961,1105,33.84,31.08,34.04,27.39,32.03,29.25,33.62,28.91,30.76,33.46,29.19
U1708,30.52,22.69,22.78,16.54,14.5,1371,1595,1535,1344,1403,1588,1506,1622,1227,1424,1375,25.0,19.87,19.14,23.3,22.58,18.83,20.89,19.15,26.03,24.62,23.94
U1709,54.42,45.25,38.15,27.81,42.13,380,353,458,444,445,452,472,649,423,393,431,46.6,46.21,40.73,41.48,42.12,43.14,41.22,38.54,42.76,45.6,42.69
U1710,34.28,25.79,23.88,8.08,23.57,1352,1161,1368,1315,1442,1269,1155,1419,1263,1223,1128,25.32,28.5,22.58,23.74,21.63,26.21,27.82,23.87,25.35,28.69,28.62
U1711,58.14,54.54,45.31,17.74,48.75,183,319,326,242,219,289,295,269,201,225,254,53.67,47.13,44.65,47.99,49.47,48.07,45.96,49.37,50.64,50.83,48.57
U1712,40.64,41.34,34.27,21.48,29.45,811,753,818,634,893,845,914,969,908,779,693,36.49,36.58,32.94,37.14,32.55,34.64,31.96,32.59,32.24,36.95,36.7
U1713,11.52,0.0,2.0,0.0,24.54,1979,1893,1824,1841,1953,1881,1911,1905,1700,1932,1954,3.66,10.28,11.57,10.85,5.2,10.61,9.0,10.32,15.67,9.22,6.35
U1714,24.95,1.83,6.0,11.27,0.67,1958,1870,1934,1922,1720,1931,1830,1944,1967,1960,1955,6.19,11.23,6.79,7.63,15.13,7.66,12.2,7.98,4.8,7.64,6.35
U1715,37.79,31.93,40.21,29.69,29.97,900,745,687,605,706,819,722,996,853,821,906,34.61,36.74,35.29,37.67,36.24,35.13,35.63,31.94,33.26,36.07,32.49
U1716,36.76,43.73,39.38,21.24,30.16,677,679,897,786,576,757,1011,547,1067,709,839,39.45,38.19,31.79,33.9,39.27,36.57,30.15,40.81,29.41,38.11,33.85
U1717,55.4,43.98,49.09,29.66,54.06,327,311,175,272,365,156,164,251,273,304,200,48.23,47.57,50.89,46.82,44.26,53.02,51.6,49.73,47.41,48.23,50.32
U1718,53.64,41.61,37.74,26.07,32.26,807,526,660,535,669,635,520,683,709,659,537,36.55,42.0,35.84,39.32,37.35,38.72,39.87,38.01,35.87,39.14,40.42
U1719,40.94,44.4,44.77,7.02,50.84,656,648,609,522,512,384,790,452,475,485,504,39.92,38.86,36.86,39.65,40.8,44.82,34.43,43.25,41.41,43.09,41.15
U1720,29.44,18.35,5.88,24.82,14.88,1649,1851,1667,1729,1715,1778,1742,1633,1749,1751,1507,18.9,12.03,16.21,14.38,15.31,13.74,14.96,18.98,14.33,16.96,21.26
U1721,15.64,18.59,5.95,28.5,4.23,1885,1824,1836,1878,1897,1806,1732,1883,1960,1909,1790,10.96,13.03,11.12,9.64,9.21,12.83,15.32,11.22,5.46,10.15,13.9
U1722,24.0,19.78,33.62,23.85,31.37,1347,1253,1084,1444,1175,1463,1065,1148,1013,1467,1224,25.4,26.67,28.06,21.13,26.63,22.33,29.2,29.19,30.36,23.83,26.62
U1723,26.35,28.29,43.42,11.56,30.57,1246,1141,1218,1045,998,1164,1083,1224,1193,1231,1076,27.3,29.15,25.45,29.05,30.35,28.08,28.81,27.93,26.76,28.58,29.78
U1724,29.28,32.8,21.93,18.63,16.72,1123,1279,1458,1343,1264,1168,1265,1437,1024,1475,1200,30.09,26.13,20.58,23.31,25.21,28.02,25.66,23.27,30.24,23.6,27.18
U1725,32.52,26.1,28.79,0.97,20.57,1379,1142,1358,1328,1201,1305,1281,1558,1470,1261,1201,24.83,29.13,22.82,23.53,26.24,25.33,25.35,20.82,21.45,27.87,27.17
U1726,20.59,19.88,0.0,12.89,7.69,1555,1837,1845,1828,1695,1894,1817,1848,1793,1821,1814,21.04,12.46,10.8,11.24,15.97,10.14,12.61,12.56,12.87,14.1,13.0
U1727,39.87,42.91,21.26,31.39,38.04,778,903,782,979,736,671,859,606,615,1119,881,37.31,33.64,33.52,30.34,35.57,38.13,33.2,39.61,38.05,30.71,32.96
U1728,13.9,8.14,0.0,0.0,0.0,1968,1993,1997,1998,1979,1964,1981,1893,1979,1899,1998,4.97,2.29,-0.33,-0.54,2.94,5.33,4.21,10.88,3.8,10.79,0.02
U1729,21.84,13.45,22.88,12.08,43.63,1322,1713,1010,1531,1649,1431,1168,945,1301,1486,1347,25.91,17.2,29.46,19.36,16.83,22.73,27.66,32.96,24.65,23.5,24.37
U1730,33.86,26.22,24.65,21.71,17.01,1133,1509,1246,1305,1335,1211,1283,1472,1340,1257,1261,29.75,21.91,25.01,24.03,23.85,27.27,25.32,22.58,23.84,27.94,25.63
U1731,21.09,11.94,29.63,0.0,0.0,1744,1749,1963,1591,1437,1879,1795,1879,1701,1801,1884,16.37,15.71,4.59,17.97,21.72,10.66,13.3,11.37,15.64,14.94,10.43
U1732,15.17,4.19,14.68,42.38,8.06,1902,1812,1783,1771,1725,1864,1776,1840,1828,1870,1740,10.04,13.56,13.02,13.12,15.05,11.03,13.7,12.82,11.53,11.82,15.11
U1733,65.47,62.09,56.0,45.9,44.02,56,106,94,130,75,65,99,125,105,98,98,60.06,56.37,54.61,52.76,56.95,59.05,55.54,55.26,55.36,57.93,55.76
U1734,42.17,39.38,44.43,34.21,33.52,494,704,755,414,444,482,760,785,452,818,547,43.66,37.55,33.9,42.3,42.21,42.56,34.87,36.05,42.02,36.17,40.19
U1735,26.88,33.52,24.79,17.82,28.44,1281,1276,1223,1340,1049,1280,1279,1272,1483,977,939,26.62,26.18,25.35,23.37,29.39,25.96,25.42,26.85,21.17,33.18,31.98
U1736,50.79,39.79,48.84,54.82,36.52,468,254,465,345,534,138,338,339,412,324,182,44.52,49.35,40.59,44.48,40.36,53.77,44.63,47.12,43.0,47.44,51.37
U1737,51.7,49.66,52.84,35.32,47.39,290,278,287,280,171,253,304,176,236,268,313,49.74,48.59,46.24,46.49,51.1,49.28,45.64,52.95,48.6,49.45,46.33
U1738,36.69,37.34,30.75,48.57,13.41,792,818,772,851,975,904,919,1116,1189,868,1013,37.1,35.22,33.72,32.78,30.91,33.3,31.82,29.78,26.8,35.13,30.73
U1739,52.87,46.17,50.6,51.38,30.93,287,466,418,334,330,271,318,367,310,337,193,49.82,43.15,41.96,44.8,45.19,48.79,45.27,46.1,46.27,47.24,50.8
U1740,22.9,17.74,8.82,9.48,0.0,1752,1768,1808,1860,1850,1907,1790,1858,1895,1771,1793,15.9,14.92,12.09,10.24,10.85,9.38,13.39,12.2,9.42,16.42,13.83
U1741,36.88,48.91,38.4,26.15,25.18,694,843,1022,870,644,575,848,765,845,836,586,39.07,34.78,29.29,32.45,37.76,40.32,33.34,36.42,33.32,35.85,39.12
U1742,53.25,40.27,36.59,23.18,42.09,626,584,341,615,685,638,378,424,372,521,558,40.49,40.4,43.97,37.48,37.03,38.69,43.53,44.17,43.97,42.11,39.84
U1743,29.3,19.21,24.76,19.22,44.77,1600,1070,686,1261,1273,1154,964,1020,1253,1193,1542,19.89,30.29,35.3,24.84,25.01,28.19,31.0,31.54,25.55,29.31,20.67
U1744,64.44,59.78,53.56,30.48,58.0,60,117,117,160,89,151,108,70,102,129,74,59.67,55.58,53.53,51.05,55.64,53.23,55.18,59.16,55.41,55.66,57.57
U1745,28.71,20.05,14.0,6.12,14.92,1666,1588,1675,1529,1509,1644,1536,1466,1495,1636,1733,18.63,19.93,15.87,19.41,20.16,17.71,20.15,22.7,20.84,19.9,15.3
U1746,30.78,33.37,23.04,45.0,13.56,1198,1186,1105,1493,1134,933,898,1265,1156,1176,844,28.26,27.89,27.75,20.21,27.34,32.92,32.21,27.03,27.47,29.71,33.81
U1747,26.92,24.66,17.92,16.04,26.02,1505,1454,1393,1530,1650,1378,1381,1290,1517,1408,1398,22.14,23.03,22.07,19.39,16.82,23.77,23.46,26.47,20.39,24.86,23.58
U1748,31.2,16.81,27.87,23.15,27.39,1430,1609,1123,1065,1317,1439,1201,1262,1236,1206,1526,23.71,19.59,27.24,28.61,24.14,22.62,26.97,27.1,25.86,29.04,20.98
U1749,19.02,21.86,0.0,26.85,11.78,1704,1769,1819,1849,1895,1598,1781,1675,1751,1809,1729,17.5,14.84,11.72,10.71,9.31,18.67,13.57,17.88,14.27,14.68,15.37
U1750,40.86,47.5,43.1,55.04,49.34,484,264,305,342,523,512,440,207,330,332,365,44.11,49.08,45.44,44.53,40.59,41.78,42.09,51.13,45.66,47.35,44.86
U1751,47.32,35.05,45.44,21.89,44.96,673,447,464,610,419,396,498,337,397,560,395,39.51,43.65,40.61,37.58,42.85,44.41,40.43,47.26,43.29,41.2,43.84
U1752,29.18,31.4,25.03,27.71,25.39,1167,1315,1232,1375,1029,1219,1043,1126,1158,1139,1216,28.84,25.61,25.22,22.53,29.8,27.05,29.5,29.58,27.44,30.41,26.73
U1753,66.8,56.48,55.08,53.55,47.38,100,112,100,82,122,88,61,99,168,125,73,57.44,55.95,54.06,55.64,53.42,56.29,58.8,56.73,52.02,55.91,57.61
U1754,44.96,24.34,34.67,25.97,12.03,945,1095,1436,1033,1133,1012,842,950,1371,1175,816,33.55,29.83,20.98,29.32,27.36,31.02,33.57,32.82,23.31,29.72,34.55
U1755,9.31,23.11,23.03,8.08,15.87,1679,1736,1600,1508,1679,1655,1696,1813,1684,1816,1620,18.31,16.2,17.89,19.94,16.28,17.42,16.35,13.83,16.08,14.34,18.6
U1756,35.2,34.23,22.39,0.0,31.2,1087,1419,1344,1048,1326,1285,1158,1087,1057,1548,1115,30.72,23.72,23.03,28.98,24.0,25.9,27.77,30.25,29.64,22.26,28.97
U1757,64.83,55.24,46.53,49.6,47.01,119,269,73,112,173,123,98,113,170,123,45,56.42,48.87,56.69,53.91,50.98,54.4,55.59,55.85,51.98,55.95,59.85
U1758,23.85,17.08,9.42,14.56,9.03,1558,1830,1860,1808,1766,1592,1702,1728,1855,1674,1807,20.98,12.82,10.18,11.7,13.71,18.74,16.06,16.53,10.66,18.95,13.19
U1759,12.24,15.78,14.12,21.15,3.82,1817,1795,1765,1724,1796,1777,1891,1872,1627,1898,1622,13.47,14.07,13.33,14.51,12.65,13.78,10.04,11.65,17.75,10.86,18.54
U1760,63.07,55.56,41.7,48.82,52.19,139,176,114,237,144,155,160,196,106,121,149,55.52,52.17,53.57,48.18,52.32,53.08,51.69,51.83,55.29,56.08,53.05
U1761,38.51,23.31,24.77,35.92,16.92,1230,1145,1354,1427,1356,1296,1420,981,1040,1228,1275,27.63,29.0,22.87,21.5,23.44,25.72,22.68,32.34,30.02,28.63,25.42
U1762,43.73,35.4,20.41,41.99,29.16,894,801,780,1160,1001,739,573,881,755,1047,936,34.79,35.71,33.58,26.91,30.3,36.86,38.69,34.19,34.84,32.06,32.02
U1763,13.16,10.39,16.09,0.0,15.41,1879,1895,1863,1833,1818,1837,1873,1845,1731,1871,1711,11.2,10.26,9.97,10.99,11.82,11.97,10.65,12.59,14.91,11.81,15.81
U1764,44.33,52.61,32.18,1.08,20.57,544,984,1014,916,956,741,1080,880,921,759,948,42.42,31.85,29.41,31.56,31.23,36.82,28.89,34.26,31.88,37.31,31.79
U1765,29.15,27.9,29.59,6.91,36.15,1277,1096,1221,1282,1071,1147,1142,1114,1330,1096,1519,26.73,29.82,25.37,24.5,28.93,28.33,28.02,29.8,23.97,31.06,21.09
U1766,34.49,19.2,19.57,2.44,3.51,1403,1688,1739,1739,1786,1645,1429,1880,1798,1547,1454,24.31,17.83,14.06,14.11,12.96,17.69,22.5,11.34,12.74,22.27,22.35
U1767,66.15,65.52,60.17,50.89,59.77,20,33,49,51,17,62,24,33,37,37,36,66.01,62.1,59.22,58.61,63.84,59.15,62.37,62.84,60.57,62.71,60.92
U1768,28.74,22.16,29.92,18.41,22.98,1550,1201,1340,1519,1208,1475,1278,1498,1139,1243,1325,21.15,27.57,23.19,19.67,26.07,22.04,25.42,21.95,27.94,28.27,24.68
U1769,43.79,35.61,40.92,36.03,38.61,479,615,407,563,472,669,407,573,521,658,711,44.28,39.62,42.18,38.59,41.51,38.18,42.85,40.39,40.24,39.2,36.48
U1770,41.79,39.04,40.43,34.45,32.66,611,666,605,676,745,724,552,562,473,635,536,40.83,38.45,37.04,36.28,35.34,37.1,39.17,40.54,41.45,39.61,40.43
U1771,55.88,48.79,39.47,32.0,44.55,274,297,347,263,313,350,355,308,347,265,272,50.3,48.04,43.9,47.17,45.93,45.77,44.19,48.06,45.08,49.56,47.88
U1772,20.14,4.53,6.22,0.0,24.0,1904,1859,1588,1797,1869,1784,1941,1708,1676,1830,1940,9.97,11.74,18.16,12.17,10.31,13.53,7.5,17.19,16.53,13.67,7.46
U1773,32.69,31.84,23.64,59.07,32.24,1260,1052,613,600,1332,988,685,919,731,884,924,27.05,30.73,36.67,37.78,23.91,31.59,36.43,33.34,35.28,34.82,32.23
U1774,12.27,0.0,0.0,0.0,0.0,1999,1997,1989,1990,1974,1992,1999,1994,1955,1999,1841,-0.75,0.87,1.98,0.63,3.23,1.88,-0.48,2.6,5.69,1.86,11.9
U1775,31.6,33.19,31.73,33.99,34.98,1109,883,1017,608,798,1002,717,1096,842,1053,829,30.29,33.99,29.39,37.58,34.31,31.15,35.69,30.12,33.38,31.92,34.15
U1776,36.33,34.29,35.83,2.58,20.53,983,1101,1155,1085,1297,888,1143,1035,819,1064,1130,32.77,29.75,26.62,28.27,24.6,33.73,28.01,31.24,33.79,31.68,28.61
U1777,40.79,27.34,36.94,39.03,45.1,868,744,451,603,625,641,408,509,583,705,707,35.23,36.75,40.98,37.72,38.18,38.6,42.83,41.61,38.92,38.16,36.53
U1778,30.66,28.77,22.35,27.52,13.67,1299,1269,1660,1073,1374,1425,1216,1278,1224,1387,1428,26.36,26.39,16.3,28.48,23.0,22.93,26.59,26.65,26.05,25.38,22.97
U1779,36.08,45.71,23.71,37.05,38.17,497,799,837,997,774,591,949,539,718,863,855,43.63,35.76,32.73,30.0,34.7,39.98,31.35,40.96,35.63,35.21,33.7
U1780,53.64,54.08,40.24,48.43,57.52,172,240,121,229,259,100,162,165,324,194,248,54.19,49.88,53.35,48.42,47.98,55.59,51.62,53.46,45.91,52.46,48.88
U1781,27.13,17.31,27.04,17.86,7.6,1567,1308,1781,1686,1476,1639,1507,1660,1398,1697,1548,20.86,25.7,13.05,15.4,20.99,17.83,20.84,18.39,22.8,18.47,20.55
U1782,15.94,7.85,11.35,5.23,27.39,1611,1786,1507,1832,1849,1757,1640,1700,1791,1739,1836,19.72,14.27,19.76,11.13,10.85,14.85,17.74,17.3,12.92,17.28,12.07
U1783,24.87,28.01,20.02,12.94,14.01,1346,1524,1318,1699,1781,1680,1516,1691,1474,1690,1672,25.41,21.55,23.68,15.16,13.18,16.72,20.62,17.51,21.37,18.65,17.07
U1784,40.84,37.01,27.65,15.75,31.33,891,897,920,920,1006,999,869,1073,848,1011,960,34.81,33.71,31.34,31.48,30.21,31.19,33.01,30.56,33.31,32.61,31.59
U1785,25.55,16.79,6.49,8.33,12.73,1673,1696,1737,1893,1784,1782,1799,1763,1880,1637,1405,18.38,17.7,14.12,9.01,12.99,13.64,13.14,15.43,10.01,19.86,23.49
U1786,37.74,38.7,26.72,23.89,32.23,746,962,895,983,1109,1143,1106,864,1058,852,1127,37.89,32.43,31.82,30.27,27.81,28.38,28.42,34.55,29.63,35.45,28.66
U1787,31.54,28.94,37.28,24.78,38.22,972,1164,806,731,853,847,1102,961,708,844,692,33.05,28.44,33.1,35.06,33.27,34.62,28.49,32.74,35.89,35.75,36.73
U1788,55.02,62.05,45.81,50.71,27.11,197,223,406,190,205,200,223,383,404,259,192,53.09,50.54,42.19,49.73,49.82,51.64,48.53,45.3,43.05,49.83,50.85
U1789,37.03,38.58,16.4,0.0,2.59,1051,1278,1659,1420,1364,1474,1519,1650,1589,1587,1404,31.43,26.15,16.31,21.69,23.25,22.04,20.56,18.62,18.75,21.2,23.5
U1790,46.83,39.03,42.95,33.27,40.06,472,483,710,400,379,649,536,418,554,599,528,44.41,42.75,34.78,42.72,43.9,38.46,39.59,44.4,39.53,40.49,40.64
U1791,62.73,55.78,42.09,39.51,33.48,231,235,348,171,301,166,212,231,248,302,204,51.96,49.99,43.89,50.68,46.32,52.73,49.26,50.35,48.25,48.4,50.2
U1792,20.08,2.08,25.79,0.0,26.83,1877,1833,1475,1816,1723,1901,1650,1563,1433,1592,1475,11.2,12.64,20.3,11.56,15.08,9.87,17.54,20.71,22.23,21.08,21.94
U1793,34.38,36.96,22.7,21.95,46.46,867,1083,842,963,949,1257,870,858,1059,678,786,35.24,30.05,32.69,30.61,31.37,26.34,33.01,34.61,29.62,38.93,35.1
U1794,39.57,39.63,24.93,27.34,17.58,1071,1010,1516,1106,950,995,1308,826,1022,1278,962,31.0,31.28,19.56,27.73,31.36,31.36,24.78,35.3,30.25,27.53,31.57
U1795,39.26,32.01,26.52,0.0,26.05,1103,1084,1210,1150,1294,1166,1382,1170,1152,1290,1179,30.37,30.01,25.64,27.05,24.64,28.04,23.45,28.87,27.54,27.32,27.72
U1796,38.02,29.36,39.0,32.63,28.35,884,996,759,868,806,729,827,1075,787,725,850,34.98,31.64,33.85,32.47,34.2,37.06,33.83,30.53,34.36,37.8,33.79
U1797,15.23,0.0,0.0,10.92,0.0,1891,2000,1933,1982,1969,1976,1919,1936,1804,1802,1964,10.67,-1.6,6.83,2.57,3.32,4.24,8.71,8.16,12.55,14.91,5.39
U1798,27.21,18.34,33.72,17.82,30.53,1237,1228,1056,1248,1239,1348,1267,889,1215,1160,1138,27.56,27.14,28.81,25.06,25.54,24.44,25.64,34.0,26.31,29.9,28.46
U1799,47.27,45.68,38.85,18.3,32.5,681,692,663,495,630,605,507,654,696,459,567,39.33,37.84,35.73,40.29,38.08,39.61,40.25,38.44,36.14,43.79,39.71
U1800,19.33,4.1,0.0,14.77,20.62,1946,1975,1618,1934,1957,1924,1612,1824,1928,1812,1860,6.78,5.29,17.31,6.73,4.99,8.17,18.26,13.33,7.66,14.49,11.27
U1801,49.85,28.11,33.74,49.59,39.23,1062,561,411,863,723,601,551,732,417,572,549,31.21,41.11,42.11,32.57,35.83,39.66,39.19,37.08,42.9,40.93,40.08
